slug,normalized_title,dance_title,song_title,artist,choreographer,youtube_rank,youtube_video_id,youtube_title,youtube_channel,youtube_thumbnail,youtube_url,youtube_query
alice-tribal-version,alice-tribal-version,Alice (Tribal Version),Alice (Tribal Version),,Raymond Sarlemijn,2,gcLKp9Iv0u4,Alice (Tribal Version) Line Dance (Dance &amp; Teach / Démo &amp; Explications / French &amp; English),Stéphane Beauchamp,https://i.ytimg.com/vi/gcLKp9Iv0u4/hqdefault.jpg,https://www.youtube.com/watch?v=gcLKp9Iv0u4,Alice (Tribal Version) Alice (Tribal Version) Raymond Sarlemijn line dance demo tutorial
alice-tribal-version,alice-tribal-version,Alice (Tribal Version),Alice (Tribal Version),,Raymond Sarlemijn,3,qYl9A2aMAHo,Alice (Tribal Version)/Tutorial/스텝설명/김라윤 라라라인댄스 민라인댄스코리아 ,김라윤 LALA linedance Rayun Kim ,https://i.ytimg.com/vi/qYl9A2aMAHo/hqdefault.jpg,https://www.youtube.com/watch?v=qYl9A2aMAHo,Alice (Tribal Version) Alice (Tribal Version) Raymond Sarlemijn line dance demo tutorial
alice-tribal-version,alice-tribal-version,Alice (Tribal Version),Alice (Tribal Version),,Raymond Sarlemijn,4,xsdCAZzE9K0,#Alice (Tribal Version) #Linedance #Tutorial #설명영상 #초중급라인댄스 #앨리스 라인댄스 ,정은주 라인댄스 Eunju Jung Linedance,https://i.ytimg.com/vi/xsdCAZzE9K0/hqdefault.jpg,https://www.youtube.com/watch?v=xsdCAZzE9K0,Alice (Tribal Version) Alice (Tribal Version) Raymond Sarlemijn line dance demo tutorial
alice-tribal-version,alice-tribal-version,Alice (Tribal Version),Alice (Tribal Version),,Raymond Sarlemijn,5,g7s-CoXyPbk,Alice(Tribal Version) Linedance/앨리스/Improver/초중급/#DellLinedance #라인댄스퀸 #성남라인댄스 #분당라인댄스 #정연주,Dell Linedance(oderia),https://i.ytimg.com/vi/g7s-CoXyPbk/hqdefault.jpg,https://www.youtube.com/watch?v=g7s-CoXyPbk,Alice (Tribal Version) Alice (Tribal Version) Raymond Sarlemijn line dance demo tutorial
another-bar-song,another-bar-song,Another Bar Song,Cowgirl,,Sierra Gil,1,cPJY294mcvg,Another Bar Song - Line Dance Walkthrough,DVious Entertainment,https://i.ytimg.com/vi/cPJY294mcvg/hqdefault.jpg,https://www.youtube.com/watch?v=cPJY294mcvg,Another Bar Song Cowgirl Sierra Gil line dance demo tutorial
another-bar-song,another-bar-song,Another Bar Song,Cowgirl,,Sierra Gil,2,4aiFdhjZdXE,Another Bar Song - LINE DANCE (DEMO),영케이라인댄스-YoungK Linedance,https://i.ytimg.com/vi/4aiFdhjZdXE/hqdefault.jpg,https://www.youtube.com/watch?v=4aiFdhjZdXE,Another Bar Song Cowgirl Sierra Gil line dance demo tutorial
another-bar-song,another-bar-song,Another Bar Song,Cowgirl,,Sierra Gil,3,XhW9TnfiOoQ,Tamia Line Dance Tutorial - &quot;Can&#39;t Get Enough&quot;,Bizzy Boom,https://i.ytimg.com/vi/XhW9TnfiOoQ/hqdefault.jpg,https://www.youtube.com/watch?v=XhW9TnfiOoQ,Another Bar Song Cowgirl Sierra Gil line dance demo tutorial
another-bar-song,another-bar-song,Another Bar Song,Cowgirl,,Sierra Gil,4,dZ9ytAcP8bY,Choosin&#39; Texas - Line Dance (Dance &amp; Teach in English &amp; 中文),LineDanceDallas5,https://i.ytimg.com/vi/dZ9ytAcP8bY/hqdefault.jpg,https://www.youtube.com/watch?v=dZ9ytAcP8bY,Another Bar Song Cowgirl Sierra Gil line dance demo tutorial
another-bar-song,another-bar-song,Another Bar Song,Cowgirl,,Sierra Gil,5,OAa_bmHUzB4,2 steps - Urban Cowboy,Rene Escalante,https://i.ytimg.com/vi/OAa_bmHUzB4/hqdefault.jpg,https://www.youtube.com/watch?v=OAa_bmHUzB4,Another Bar Song Cowgirl Sierra Gil line dance demo tutorial
opalite,opalite,Opalite,Opalite,,Simon Ward,1,Yzly9hEOUws,Opalite - Line Dance (Dance &amp; Teach in English &amp; 中文),LineDanceDallas5,https://i.ytimg.com/vi/Yzly9hEOUws/hqdefault.jpg,https://www.youtube.com/watch?v=Yzly9hEOUws,Opalite Opalite Simon Ward line dance demo tutorial
opalite,opalite,Opalite,Opalite,,Simon Ward,2,6K7UD6uZEpM,OPALITE - IMPROVER FUN LINEDANCE ( Simon Ward ),Grace David,https://i.ytimg.com/vi/6K7UD6uZEpM/hqdefault.jpg,https://www.youtube.com/watch?v=6K7UD6uZEpM,Opalite Opalite Simon Ward line dance demo tutorial
opalite,opalite,Opalite,Opalite,,Simon Ward,3,sprlWWQd6T8,Opalite line dance demo,Dancezing,https://i.ytimg.com/vi/sprlWWQd6T8/hqdefault.jpg,https://www.youtube.com/watch?v=sprlWWQd6T8,Opalite Opalite Simon Ward line dance demo tutorial
opalite,opalite,Opalite,Opalite,,Simon Ward,4,1Mn_6FC5xaE,Opalite - Simon Ward - Line Dance - teach and learn with Anke,Aktiv mit Anke,https://i.ytimg.com/vi/1Mn_6FC5xaE/hqdefault.jpg,https://www.youtube.com/watch?v=1Mn_6FC5xaE,Opalite Opalite Simon Ward line dance demo tutorial
opalite,opalite,Opalite,Opalite,,Simon Ward,5,4muZwwBpPG8,Opalite line dance tutorial,Dancezing,https://i.ytimg.com/vi/4muZwwBpPG8/hqdefault.jpg,https://www.youtube.com/watch?v=4muZwwBpPG8,Opalite Opalite Simon Ward line dance demo tutorial
baby-blues-cha,baby-blues-cha,Baby Blues Cha,baby blues,,Simon Ward,1,GXx84hwfaHk,Baby Blues Cha by @simonwardlinedance &amp; @smckdance,Simon Ward Linedance,https://i.ytimg.com/vi/GXx84hwfaHk/hqdefault.jpg,https://www.youtube.com/watch?v=GXx84hwfaHk,Baby Blues Cha baby blues Simon Ward line dance demo tutorial
baby-blues-cha,baby-blues-cha,Baby Blues Cha,baby blues,,Simon Ward,2,o3dfT7ZVnL0,Baby Blues Cha line dance demo,Dancezing,https://i.ytimg.com/vi/o3dfT7ZVnL0/hqdefault.jpg,https://www.youtube.com/watch?v=o3dfT7ZVnL0,Baby Blues Cha baby blues Simon Ward line dance demo tutorial
baby-blues-cha,baby-blues-cha,Baby Blues Cha,baby blues,,Simon Ward,3,lzYFB8ZW0F8,Baby Blues  Cha line dance,Betty Lee,https://i.ytimg.com/vi/lzYFB8ZW0F8/hqdefault.jpg,https://www.youtube.com/watch?v=lzYFB8ZW0F8,Baby Blues Cha baby blues Simon Ward line dance demo tutorial
baby-blues-cha,baby-blues-cha,Baby Blues Cha,baby blues,,Simon Ward,4,CEQlYXCQN4w,Baby Blues Cha line dance tutorial,Dancezing,https://i.ytimg.com/vi/CEQlYXCQN4w/hqdefault.jpg,https://www.youtube.com/watch?v=CEQlYXCQN4w,Baby Blues Cha baby blues Simon Ward line dance demo tutorial
baby-blues-cha,baby-blues-cha,Baby Blues Cha,baby blues,,Simon Ward,5,j7tpoQXJyp0,BABY BLUES CHA - LINE DANCE DEMO &amp; TEACH (Simon Ward &amp; Shane McKeever Choreo),Line Dance with Tia (Fueter),https://i.ytimg.com/vi/j7tpoQXJyp0/hqdefault.jpg,https://www.youtube.com/watch?v=j7tpoQXJyp0,Baby Blues Cha baby blues Simon Ward line dance demo tutorial
rhumbumbumba,rhumbumbumba,Rhumbumbumba,Rhumbumbumba,,Rob Fowler,1,kjHhUuKSDRY,Rhumbumbumba - Line Dance (Dance &amp; Teach in English &amp; 中文),LineDanceDallas5,https://i.ytimg.com/vi/kjHhUuKSDRY/hqdefault.jpg,https://www.youtube.com/watch?v=kjHhUuKSDRY,Rhumbumbumba Rhumbumbumba Rob Fowler line dance demo tutorial
rhumbumbumba,rhumbumbumba,Rhumbumbumba,Rhumbumbumba,,Rob Fowler,2,wnJIW0i3FCc,Rhumbumbumba Line Dance (High Beginner: Rob Fowler) - Demo,May Cho Linedance,https://i.ytimg.com/vi/wnJIW0i3FCc/hqdefault.jpg,https://www.youtube.com/watch?v=wnJIW0i3FCc,Rhumbumbumba Rhumbumbumba Rob Fowler line dance demo tutorial
rhumbumbumba,rhumbumbumba,Rhumbumbumba,Rhumbumbumba,,Rob Fowler,3,xLYDNvtTWsc,Rhumbumbumba - Line Dance | Demo | High Beginner | Rob Fowler ,[Line Bank] Hyunjung Kang LineDance,https://i.ytimg.com/vi/xLYDNvtTWsc/hqdefault.jpg,https://www.youtube.com/watch?v=xLYDNvtTWsc,Rhumbumbumba Rhumbumbumba Rob Fowler line dance demo tutorial
rhumbumbumba,rhumbumbumba,Rhumbumbumba,Rhumbumbumba,,Rob Fowler,4,cCwidqUzWbQ,Rhumbumbumba line dance tutorial,Dancezing,https://i.ytimg.com/vi/cCwidqUzWbQ/hqdefault.jpg,https://www.youtube.com/watch?v=cCwidqUzWbQ,Rhumbumbumba Rhumbumbumba Rob Fowler line dance demo tutorial
rhumbumbumba,rhumbumbumba,Rhumbumbumba,Rhumbumbumba,,Rob Fowler,5,qEETpfycn5Q,Rhumbumbumba Line Dance (Dance &amp; Teach / Démo &amp; Explications / French &amp; English),Stéphane Beauchamp,https://i.ytimg.com/vi/qEETpfycn5Q/hqdefault.jpg,https://www.youtube.com/watch?v=qEETpfycn5Q,Rhumbumbumba Rhumbumbumba Rob Fowler line dance demo tutorial
choosin-texas,choosin-texas,Choosin' Texas,Choosin' Texas,,Nidhi Risi,1,dZ9ytAcP8bY,Choosin&#39; Texas - Line Dance (Dance &amp; Teach in English &amp; 中文),LineDanceDallas5,https://i.ytimg.com/vi/dZ9ytAcP8bY/hqdefault.jpg,https://www.youtube.com/watch?v=dZ9ytAcP8bY,Choosin' Texas Choosin' Texas Nidhi Risi line dance demo tutorial
choosin-texas,choosin-texas,Choosin' Texas,Choosin' Texas,,Nidhi Risi,2,ocWKwFr-lBI,"[DEMO] CHOOSIN&#39; TEXAS de Nidhi RISI, enseignée par Lilly WEST",Lilly WEST (Country Dance Tour),https://i.ytimg.com/vi/ocWKwFr-lBI/hqdefault.jpg,https://www.youtube.com/watch?v=ocWKwFr-lBI,Choosin' Texas Choosin' Texas Nidhi Risi line dance demo tutorial
choosin-texas,choosin-texas,Choosin' Texas,Choosin' Texas,,Nidhi Risi,3,pvYL-tucfW4,Choosin&#39; Texas - Line Dance DEMO (BEGINNER),Moonshine Line Dancing,https://i.ytimg.com/vi/pvYL-tucfW4/hqdefault.jpg,https://www.youtube.com/watch?v=pvYL-tucfW4,Choosin' Texas Choosin' Texas Nidhi Risi line dance demo tutorial
choosin-texas,choosin-texas,Choosin' Texas,Choosin' Texas,,Nidhi Risi,4,BJr9ErJY7bk,Choosin’ Texas - Line Dance TUTORIAL (BEGINNER),Moonshine Line Dancing,https://i.ytimg.com/vi/BJr9ErJY7bk/hqdefault.jpg,https://www.youtube.com/watch?v=BJr9ErJY7bk,Choosin' Texas Choosin' Texas Nidhi Risi line dance demo tutorial
choosin-texas,choosin-texas,Choosin' Texas,Choosin' Texas,,Nidhi Risi,5,851epk3lotY,Choosin&#39; Texas line dance tutorial,Dancezing,https://i.ytimg.com/vi/851epk3lotY/hqdefault.jpg,https://www.youtube.com/watch?v=851epk3lotY,Choosin' Texas Choosin' Texas Nidhi Risi line dance demo tutorial
sweet-portland-dreams,sweet-portland-dreams,Sweet Portland Dreams,Sweet Dreams (Are Made of This),,Amy Glass,1,lN3wC16KVeA,Sweet Portland Dreams - Line Dance (Dance &amp; Teach in English &amp; 中文),LineDanceDallas3,https://i.ytimg.com/vi/lN3wC16KVeA/hqdefault.jpg,https://www.youtube.com/watch?v=lN3wC16KVeA,Sweet Portland Dreams Sweet Dreams (Are Made of This) Amy Glass line dance demo tutorial
sweet-portland-dreams,sweet-portland-dreams,Sweet Portland Dreams,Sweet Dreams (Are Made of This),,Amy Glass,2,K2iS374a6G0,Sweet Portland Dreams line dance demo,Dancezing,https://i.ytimg.com/vi/K2iS374a6G0/hqdefault.jpg,https://www.youtube.com/watch?v=K2iS374a6G0,Sweet Portland Dreams Sweet Dreams (Are Made of This) Amy Glass line dance demo tutorial
sweet-portland-dreams,sweet-portland-dreams,Sweet Portland Dreams,Sweet Dreams (Are Made of This),,Amy Glass,3,f8lYcUY5VBQ,Sweet Portland Dreams line dance tutorial,Dancezing,https://i.ytimg.com/vi/f8lYcUY5VBQ/hqdefault.jpg,https://www.youtube.com/watch?v=f8lYcUY5VBQ,Sweet Portland Dreams Sweet Dreams (Are Made of This) Amy Glass line dance demo tutorial
sweet-portland-dreams,sweet-portland-dreams,Sweet Portland Dreams,Sweet Dreams (Are Made of This),,Amy Glass,4,xeCkiGrH9Sw,Sweet Portland Dreams - Line Dance (Dance &amp; Teach),Vivian Tu Line Dance 1,https://i.ytimg.com/vi/xeCkiGrH9Sw/hqdefault.jpg,https://www.youtube.com/watch?v=xeCkiGrH9Sw,Sweet Portland Dreams Sweet Dreams (Are Made of This) Amy Glass line dance demo tutorial
sweet-portland-dreams,sweet-portland-dreams,Sweet Portland Dreams,Sweet Dreams (Are Made of This),,Amy Glass,5,mt1PDpkiBPM,Sweet Portland Dreams - Line Dance | Demo | High Intermediate Cha Cha | Amy Glass...,[Line Bank] Hyunjung Kang LineDance,https://i.ytimg.com/vi/mt1PDpkiBPM/hqdefault.jpg,https://www.youtube.com/watch?v=mt1PDpkiBPM,Sweet Portland Dreams Sweet Dreams (Are Made of This) Amy Glass line dance demo tutorial
wild-west-wicked,wild-west-wicked,Wild West & Wicked,Wild West & Wicked (Remix),,Rob Fowler,1,BV-C0Vnnpjg,Wild West &amp; Wicked - Line Dance (Demo) | Improver | Rob Fowler ,[Line Bank] Hyunjung Kang LineDance,https://i.ytimg.com/vi/BV-C0Vnnpjg/hqdefault.jpg,https://www.youtube.com/watch?v=BV-C0Vnnpjg,Wild West & Wicked Wild West & Wicked (Remix) Rob Fowler line dance demo tutorial
wild-west-wicked,wild-west-wicked,Wild West & Wicked,Wild West & Wicked (Remix),,Rob Fowler,2,Qr3PNaNauLM,Wild West &amp; Wicked - Line Dance (Dance &amp; Teach in English &amp; 中文),LineDanceDallas5,https://i.ytimg.com/vi/Qr3PNaNauLM/hqdefault.jpg,https://www.youtube.com/watch?v=Qr3PNaNauLM,Wild West & Wicked Wild West & Wicked (Remix) Rob Fowler line dance demo tutorial
wild-west-wicked,wild-west-wicked,Wild West & Wicked,Wild West & Wicked (Remix),,Rob Fowler,3,LOeya6_aPd8,Wild West &amp; Wicked Line Dance l 와일디 웨스트 앤 위키드 라인댄스 l Improver l Linedancequeen l Junghye Yoon ,Linedancequeen,https://i.ytimg.com/vi/LOeya6_aPd8/hqdefault.jpg,https://www.youtube.com/watch?v=LOeya6_aPd8,Wild West & Wicked Wild West & Wicked (Remix) Rob Fowler line dance demo tutorial
wild-west-wicked,wild-west-wicked,Wild West & Wicked,Wild West & Wicked (Remix),,Rob Fowler,4,jXeccBmY_is,Wild West &amp; Wicked Line Dance | Improver| Rob Fowler |주말반 Demo,"B.S Linedance, SorySung",https://i.ytimg.com/vi/jXeccBmY_is/hqdefault.jpg,https://www.youtube.com/watch?v=jXeccBmY_is,Wild West & Wicked Wild West & Wicked (Remix) Rob Fowler line dance demo tutorial
wild-west-wicked,wild-west-wicked,Wild West & Wicked,Wild West & Wicked (Remix),,Rob Fowler,5,D9G9kP_DUXU,Wild West &amp; Wicked,Rob Fowler Dances,https://i.ytimg.com/vi/D9G9kP_DUXU/hqdefault.jpg,https://www.youtube.com/watch?v=D9G9kP_DUXU,Wild West & Wicked Wild West & Wicked (Remix) Rob Fowler line dance demo tutorial
jive-all-night,jive-all-night,Jive All Night,Because We Jive All Night Long,,Mark Furnell,1,gYb5PX1rZn0,Jive All Night - Line Dance (Dance &amp; Teach in English &amp; 中文),LineDanceDallas5,https://i.ytimg.com/vi/gYb5PX1rZn0/hqdefault.jpg,https://www.youtube.com/watch?v=gYb5PX1rZn0,Jive All Night Because We Jive All Night Long Mark Furnell line dance demo tutorial
jive-all-night,jive-all-night,Jive All Night,Because We Jive All Night Long,,Mark Furnell,2,SzT24NJ6PfQ,Jive all night - linedance - Mark Furnell and Chris Godden ,C & M Linedance,https://i.ytimg.com/vi/SzT24NJ6PfQ/hqdefault.jpg,https://www.youtube.com/watch?v=SzT24NJ6PfQ,Jive All Night Because We Jive All Night Long Mark Furnell line dance demo tutorial
jive-all-night,jive-all-night,Jive All Night,Because We Jive All Night Long,,Mark Furnell,3,-N1VjJHxN5I,JIVE ALL NIGHT - tutorial - with Mark Furnell,C & M Linedance,https://i.ytimg.com/vi/-N1VjJHxN5I/hqdefault.jpg,https://www.youtube.com/watch?v=-N1VjJHxN5I,Jive All Night Because We Jive All Night Long Mark Furnell line dance demo tutorial
jive-all-night,jive-all-night,Jive All Night,Because We Jive All Night Long,,Mark Furnell,4,CHpuzlgVCvE,Jive All Night Line Dance (Beginner : Mark Furnell &amp; Chris Godden) - Demo,May Cho Linedance,https://i.ytimg.com/vi/CHpuzlgVCvE/hqdefault.jpg,https://www.youtube.com/watch?v=CHpuzlgVCvE,Jive All Night Because We Jive All Night Long Mark Furnell line dance demo tutorial
jive-all-night,jive-all-night,Jive All Night,Because We Jive All Night Long,,Mark Furnell,5,Vu9oDh7XSD0,Jive All Night Line Dance (Beginner : Mark Furnell &amp; Chris Godden) - Tutorial,May Cho Linedance,https://i.ytimg.com/vi/Vu9oDh7XSD0/hqdefault.jpg,https://www.youtube.com/watch?v=Vu9oDh7XSD0,Jive All Night Because We Jive All Night Long Mark Furnell line dance demo tutorial
ziggy,ziggy,Ziggy,I wanna dance with somebody,,Gary Lafferty,1,EKJt1j3y3j0,Ziggy•Beginner Line Dance•Choreo:Gary Lafferty•I wanna dance with somebody,Yeeni,https://i.ytimg.com/vi/EKJt1j3y3j0/hqdefault.jpg,https://www.youtube.com/watch?v=EKJt1j3y3j0,Ziggy I wanna dance with somebody Gary Lafferty line dance demo tutorial
ziggy,ziggy,Ziggy,I wanna dance with somebody,,Gary Lafferty,2,OcNtDuwiS2c,Ziggy - Line Dance (Dance &amp; Teach in English &amp; 中文),LineDanceDallas5,https://i.ytimg.com/vi/OcNtDuwiS2c/hqdefault.jpg,https://www.youtube.com/watch?v=OcNtDuwiS2c,Ziggy I wanna dance with somebody Gary Lafferty line dance demo tutorial
ziggy,ziggy,Ziggy,I wanna dance with somebody,,Gary Lafferty,3,21KKF6sKHUE,Ziggy - Line Dance (Demo) | Absolute Beginner | Gary Lafferty ,[Line Bank] Hyunjung Kang LineDance,https://i.ytimg.com/vi/21KKF6sKHUE/hqdefault.jpg,https://www.youtube.com/watch?v=21KKF6sKHUE,Ziggy I wanna dance with somebody Gary Lafferty line dance demo tutorial
ziggy,ziggy,Ziggy,I wanna dance with somebody,,Gary Lafferty,4,wK4XBeUODM4,Ziggy 지기 | Demo | Absolute Beginner Line Dance | Gary Lafferty  🎵 I Wanna Dance With Somebody 🎵,라인댄스 손쌤~♡,https://i.ytimg.com/vi/wK4XBeUODM4/hqdefault.jpg,https://www.youtube.com/watch?v=wK4XBeUODM4,Ziggy I wanna dance with somebody Gary Lafferty line dance demo tutorial
ziggy,ziggy,Ziggy,I wanna dance with somebody,,Gary Lafferty,5,mlhgPv8numI,ZIGGY - Line Dance || Gary Lafferty (UK) || Absolute Beginner || Demo : Queen LD,Nuri Rindjani,https://i.ytimg.com/vi/mlhgPv8numI/hqdefault.jpg,https://www.youtube.com/watch?v=mlhgPv8numI,Ziggy I wanna dance with somebody Gary Lafferty line dance demo tutorial
more-than-a-memory,more-than-a-memory,More Than a Memory,Nothing More Than a Memory,,José Miguel Belloque Vane,1,QOLTGTZUeas,[Tutorial] More Than a Memory Line Dance Tutorial l 모어 댄 어 메모리 라인댄스 설명영상 l Beginner l Linedancequeen,Linedancequeen,https://i.ytimg.com/vi/QOLTGTZUeas/hqdefault.jpg,https://www.youtube.com/watch?v=QOLTGTZUeas,More Than a Memory Nothing More Than a Memory José Miguel Belloque Vane line dance demo tutorial
more-than-a-memory,more-than-a-memory,More Than a Memory,Nothing More Than a Memory,,José Miguel Belloque Vane,2,U_orHUaYtrA,#More Than a Memory #Linedance #Tutorial #설명영상 #초급라인댄스 #모어 댄 어 메모리 라인댄스 ,정은주 라인댄스 Eunju Jung Linedance,https://i.ytimg.com/vi/U_orHUaYtrA/hqdefault.jpg,https://www.youtube.com/watch?v=U_orHUaYtrA,More Than a Memory Nothing More Than a Memory José Miguel Belloque Vane line dance demo tutorial
more-than-a-memory,more-than-a-memory,More Than a Memory,Nothing More Than a Memory,,José Miguel Belloque Vane,3,RKdGE9Ck7Tw,More Than A Memory Teach/Tutorial Beginner Line Dance,Dancing With Chiloni,https://i.ytimg.com/vi/RKdGE9Ck7Tw/hqdefault.jpg,https://www.youtube.com/watch?v=RKdGE9Ck7Tw,More Than a Memory Nothing More Than a Memory José Miguel Belloque Vane line dance demo tutorial
more-than-a-memory,more-than-a-memory,More Than a Memory,Nothing More Than a Memory,,José Miguel Belloque Vane,4,RuIu7eO38zA,More Than A Memory Demo Beginner Line Dance ,Dancing With Chiloni,https://i.ytimg.com/vi/RuIu7eO38zA/hqdefault.jpg,https://www.youtube.com/watch?v=RuIu7eO38zA,More Than a Memory Nothing More Than a Memory José Miguel Belloque Vane line dance demo tutorial
more-than-a-memory,more-than-a-memory,More Than a Memory,Nothing More Than a Memory,,José Miguel Belloque Vane,5,J0PJ4q1OEkE,More Than a Memory (모어 댄 어 메모리) | DEMO| Beginner 통통라인댄스 통통쌤 |안산ㆍ시흥ㆍ배곧라인댄스 ,통통쌤 Hye Lan Choi LineDance,https://i.ytimg.com/vi/J0PJ4q1OEkE/hqdefault.jpg,https://www.youtube.com/watch?v=J0PJ4q1OEkE,More Than a Memory Nothing More Than a Memory José Miguel Belloque Vane line dance demo tutorial
teddy-s-gone,teddy-s-gone,Teddy's Gone,Gone Gone Gone,,Colin Ghys,1,YxNGfDj0ZjM,Teddy&#39;s Gone line dance tutorial,Dancezing,https://i.ytimg.com/vi/YxNGfDj0ZjM/hqdefault.jpg,https://www.youtube.com/watch?v=YxNGfDj0ZjM,Teddy's Gone Gone Gone Gone Colin Ghys line dance demo tutorial
teddy-s-gone,teddy-s-gone,Teddy's Gone,Gone Gone Gone,,Colin Ghys,2,yELd8VHDpHQ,Teddy&#39;s Gone line dance demo,Dancezing,https://i.ytimg.com/vi/yELd8VHDpHQ/hqdefault.jpg,https://www.youtube.com/watch?v=yELd8VHDpHQ,Teddy's Gone Gone Gone Gone Colin Ghys line dance demo tutorial
